LoanID,LoanAmount,Income,Age,CreditScore,ExistingEMI,EmploymentStatus,Tenure,MaritalStatus,Dependents,RepaymentHistory,Purpose,Stage,DelinquencyCount12M,DefaultStatus
18833,900954,9670,48,691,15291,Employed,14,Widowed,4,Poor,Personal Loan,Disbursement,4,0
18834,454181,11612,27,544,16251,Unemployed,12,Widowed,3,Good,Car Loan,Sanction,1,0
18835,348288,23280,38,778,12060,Employed,20,Single,0,Good,Business Loan,Sanction,0,0
18836,777793,25257,36,792,4106,Retired,50,Married,1,Poor,Car Loan,Disbursement,1,0
18837,197589,3661,26,811,7491,Retired,49,Divorced,4,Good,Business Loan,File,4,0
18838,884125,9482,22,471,5151,Retired,55,Divorced,1,Good,Car Loan,Lead,0,0
18839,361459,21259,40,764,15936,Unemployed,41,Single,0,Good,Car Loan,Disbursement,2,0
18840,493720,31007,43,356,3184,Unemployed,13,Single,1,Good,Car Loan,Disbursement,0,0
18841,818819,25275,22,668,17110,Unemployed,26,Widowed,2,Good,Personal Loan,Lead,1,0
18842,9090,31532,45,567,9651,Retired,16,Widowed,1,Good,Home Loan,Disbursement,0,0
18843,912278,14092,26,754,5595,Self-Employed,25,Single,4,Poor,Personal Loan,Lead,2,0
18844,423161,36931,63,709,3761,Retired,31,Married,4,Good,Business Loan,Disbursement,4,0
18845,831671,21222,60,754,10765,Employed,30,Single,3,Good,Home Loan,Lead,2,0
18846,8743,21844,49,574,19780,Employed,20,Married,4,Average,Home Loan,File,2,0
18847,35924,15475,29,634,91,Employed,13,Divorced,0,Good,Personal Loan,Sanction,4,0
18848,146268,35322,29,397,10401,Retired,46,Widowed,1,Good,Business Loan,File,1,0
18849,921592,13399,34,301,18549,Self-Employed,26,Widowed,1,Average,Business Loan,Sanction,4,0
18850,883247,29865,35,376,7119,Self-Employed,18,Widowed,4,Good,Personal Loan,Lead,3,0
18851,634600,6008,36,793,11192,Self-Employed,21,Married,2,Good,Personal Loan,Lead,3,0
18852,336004,3816,64,621,10034,Self-Employed,42,Married,4,Good,Car Loan,File,1,0
18853,963904,9539,29,310,13117,Unemployed,38,Married,2,Good,Car Loan,File,2,0
18854,745537,17474,48,570,15494,Retired,20,Divorced,4,Good,Car Loan,Sanction,2,0
18855,753378,35988,24,720,5313,Unemployed,59,Married,0,Average,Home Loan,Lead,0,0
18856,234602,25051,60,540,5042,Self-Employed,13,Widowed,1,Poor,Car Loan,File,1,1
18857,347543,15947,32,482,7454,Employed,56,Single,1,Good,Business Loan,Lead,2,0
18858,840227,12253,42,356,9504,Employed,39,Divorced,4,Good,Home Loan,Sanction,3,0
18859,842985,31638,21,655,18050,Employed,16,Widowed,3,Good,Personal Loan,Sanction,0,0
18860,513928,37675,64,680,12738,Self-Employed,48,Widowed,3,Good,Home Loan,Lead,4,0
18861,108976,17604,60,317,13056,Retired,7,Married,2,Average,Car Loan,File,2,0
18862,160183,36483,24,840,5145,Unemployed,7,Widowed,3,Good,Home Loan,Sanction,1,0
18863,642854,17661,62,386,3019,Retired,24,Married,4,Good,Home Loan,Lead,4,0
18864,262443,16248,53,486,17873,Employed,27,Single,1,Good,Car Loan,File,1,0
18865,985587,33152,40,651,15646,Unemployed,20,Divorced,3,Good,Personal Loan,Disbursement,2,0
18866,649256,18995,55,842,3376,Retired,16,Divorced,4,Good,Home Loan,Disbursement,2,0
18867,66600,12701,22,520,10151,Self-Employed,59,Married,4,Average,Personal Loan,Sanction,1,0
18868,579310,29501,30,313,10688,Unemployed,7,Single,4,Good,Car Loan,Disbursement,2,0
18869,663559,35051,28,754,11493,Self-Employed,58,Single,4,Good,Home Loan,File,0,0
18870,842329,4670,34,778,5209,Unemployed,17,Single,2,Good,Home Loan,Lead,4,0
18871,829470,17135,47,406,11513,Self-Employed,40,Married,1,Good,Home Loan,Lead,0,0
18872,128323,28203,33,312,18624,Unemployed,17,Married,2,Good,Home Loan,Disbursement,3,0
18873,191110,13631,33,746,3149,Unemployed,25,Divorced,3,Good,Business Loan,File,2,0
18874,649566,17516,49,623,11279,Employed,7,Married,1,Good,Car Loan,File,2,0
18875,902486,33453,28,537,141,Unemployed,35,Divorced,1,Poor,Car Loan,Sanction,0,1
18876,275041,39024,44,751,8541,Retired,38,Married,0,Poor,Business Loan,Sanction,0,0
18877,593829,22653,25,617,5993,Unemployed,8,Divorced,3,Good,Home Loan,File,3,0
18878,111968,17909,48,762,14428,Unemployed,24,Single,1,Good,Personal Loan,Sanction,3,0
18879,544180,27935,22,752,4236,Self-Employed,17,Married,3,Good,Business Loan,Disbursement,4,0
18880,930775,4073,41,430,16243,Employed,38,Married,4,Good,Personal Loan,File,2,0
18881,29815,30151,58,736,15306,Self-Employed,19,Divorced,0,Poor,Car Loan,Lead,3,0
18882,837044,38138,47,527,692,Self-Employed,28,Married,2,Good,Personal Loan,Sanction,1,0
18883,431573,4484,28,641,12749,Employed,38,Married,4,Poor,Business Loan,Disbursement,2,0
18884,473304,37434,32,609,17766,Employed,54,Married,3,Good,Car Loan,Disbursement,2,0
18885,807699,29981,30,468,15606,Retired,42,Married,3,Good,Personal Loan,Disbursement,2,0
18886,809700,5384,27,666,1959,Employed,12,Single,1,Average,Personal Loan,Lead,3,0
18887,643751,18906,61,324,1452,Employed,34,Divorced,3,Good,Personal Loan,Lead,3,0
18888,936767,20077,30,806,17086,Retired,59,Married,1,Good,Business Loan,File,1,0
18889,469151,6183,49,820,15992,Retired,30,Widowed,3,Poor,Car Loan,File,4,0
18890,886779,28865,45,819,12034,Employed,36,Widowed,2,Good,Home Loan,Disbursement,2,0
18891,195732,17344,46,353,12757,Employed,43,Divorced,3,Good,Business Loan,Disbursement,3,0
18892,201599,35365,46,703,9786,Retired,54,Widowed,4,Average,Car Loan,Disbursement,3,0
18893,199451,32718,26,399,5822,Retired,42,Divorced,3,Good,Home Loan,Lead,2,0
18894,361686,9495,42,415,3750,Self-Employed,15,Widowed,3,Good,Business Loan,Sanction,0,0
18895,701631,28734,59,613,1262,Unemployed,27,Widowed,4,Good,Personal Loan,Disbursement,3,0
18896,333756,20720,32,765,15035,Unemployed,49,Married,1,Good,Business Loan,File,0,0
18897,143307,32827,27,554,2929,Unemployed,14,Single,3,Good,Car Loan,Sanction,1,0
18898,93757,26067,46,812,18042,Self-Employed,45,Married,0,Good,Car Loan,Sanction,2,0
18899,414633,20098,33,622,13574,Self-Employed,58,Widowed,3,Average,Business Loan,Sanction,2,0
18900,889507,30314,38,407,7195,Unemployed,27,Divorced,4,Good,Personal Loan,Sanction,0,0
18901,301753,15088,25,554,19311,Unemployed,56,Married,3,Average,Home Loan,File,3,0
18902,894217,12976,51,623,9635,Retired,51,Single,2,Good,Personal Loan,Disbursement,3,0
18903,259200,5176,37,484,12749,Unemployed,14,Divorced,3,Poor,Business Loan,Disbursement,2,1
18904,956406,34125,35,657,4956,Unemployed,6,Divorced,2,Good,Car Loan,Disbursement,0,0
18905,552933,32291,54,845,17822,Employed,22,Married,4,Average,Business Loan,Sanction,2,0
18906,461089,26778,42,451,12829,Employed,12,Single,2,Average,Home Loan,Sanction,0,0
18907,724918,37666,25,784,18482,Self-Employed,11,Widowed,1,Poor,Home Loan,Lead,2,0
18908,329377,30148,36,596,8598,Employed,49,Single,2,Good,Car Loan,Sanction,2,0
18909,378587,19648,53,340,10053,Retired,24,Divorced,0,Good,Personal Loan,Lead,0,0
18910,159473,8943,61,613,692,Retired,29,Widowed,3,Good,Car Loan,Disbursement,1,0
18911,799203,8850,24,729,4712,Unemployed,55,Married,0,Good,Home Loan,Disbursement,4,0
18912,963839,27813,53,572,14383,Unemployed,44,Divorced,4,Good,Car Loan,Disbursement,2,0
18913,472667,33160,48,563,3702,Employed,52,Single,1,Good,Car Loan,Lead,1,0
18914,477650,3554,31,414,14039,Retired,34,Widowed,3,Good,Home Loan,Disbursement,3,0
18915,465665,29735,25,819,1717,Employed,55,Divorced,3,Good,Home Loan,Disbursement,2,0
18916,369745,2671,62,747,8094,Self-Employed,26,Divorced,4,Average,Business Loan,Sanction,0,0
18917,490820,31720,61,567,14702,Employed,30,Married,3,Good,Home Loan,Lead,2,0
18918,400158,14512,27,509,7987,Unemployed,56,Single,4,Good,Personal Loan,Lead,0,0
18919,680748,36219,44,463,4988,Unemployed,15,Widowed,1,Good,Car Loan,Disbursement,0,0
18920,916656,23697,64,843,516,Employed,48,Single,1,Good,Personal Loan,Disbursement,4,0
18921,612539,7237,24,713,10269,Retired,40,Married,3,Good,Car Loan,Sanction,4,0
18922,586330,28596,32,381,5039,Self-Employed,15,Divorced,1,Good,Car Loan,Disbursement,3,0
18923,845172,25522,24,448,7572,Retired,9,Single,0,Good,Personal Loan,Lead,2,0
18924,201945,27751,45,586,14975,Retired,51,Married,4,Good,Business Loan,File,2,0
18925,576312,28980,23,366,3356,Employed,16,Single,0,Good,Car Loan,Lead,4,0
18926,683810,11474,37,767,13916,Retired,43,Widowed,1,Good,Business Loan,Lead,3,0
18927,586253,2534,46,464,18627,Self-Employed,57,Widowed,1,Good,Business Loan,File,2,0
18928,277201,14040,29,686,19194,Self-Employed,47,Single,3,Good,Business Loan,Lead,4,0
18929,753609,6666,33,816,7342,Self-Employed,46,Widowed,3,Average,Car Loan,Disbursement,4,0
18930,800415,39441,25,466,4187,Unemployed,15,Divorced,2,Average,Personal Loan,Sanction,0,0
18931,397613,4162,25,381,15472,Retired,53,Divorced,2,Good,Business Loan,Sanction,2,0
18932,549283,38766,32,576,17565,Unemployed,18,Divorced,0,Good,Car Loan,Disbursement,2,0
18933,119587,25885,48,567,3252,Employed,26,Widowed,3,Average,Car Loan,File,0,0
18934,238076,38460,30,731,5434,Self-Employed,7,Divorced,1,Poor,Car Loan,Lead,4,0
18935,751988,28415,21,603,942,Unemployed,19,Widowed,4,Good,Home Loan,Sanction,1,0
18936,475897,38827,55,382,1758,Employed,13,Divorced,3,Average,Personal Loan,File,3,0
18937,43886,36295,48,818,17290,Employed,47,Married,1,Poor,Personal Loan,File,1,0
18938,356169,38463,22,387,9474,Self-Employed,34,Single,4,Average,Car Loan,Disbursement,1,0
18939,494788,35291,43,511,6828,Employed,22,Widowed,2,Good,Business Loan,Lead,0,0
18940,100149,32260,25,585,3861,Employed,33,Divorced,3,Good,Personal Loan,Disbursement,0,0
18941,623308,12423,53,732,4455,Employed,30,Married,4,Good,Personal Loan,Lead,0,0
18942,531961,4216,51,646,6414,Self-Employed,36,Single,3,Poor,Business Loan,File,1,0
18943,957394,34304,35,774,16993,Retired,9,Single,0,Good,Personal Loan,File,4,0
18944,868945,8336,21,428,7744,Unemployed,8,Single,3,Poor,Business Loan,Disbursement,4,1
18945,28466,17573,49,664,35,Unemployed,24,Divorced,3,Good,Car Loan,Lead,3,0
18946,242626,23863,44,316,7487,Employed,46,Divorced,2,Average,Business Loan,Sanction,1,0
18947,883977,26094,29,637,5743,Retired,26,Divorced,4,Good,Car Loan,Disbursement,1,0
18948,514966,11371,55,623,9304,Employed,34,Divorced,0,Good,Car Loan,Lead,3,0
18949,579694,38363,36,634,17275,Employed,15,Widowed,2,Good,Personal Loan,Sanction,0,0
18950,401904,22751,28,818,1571,Employed,40,Widowed,0,Average,Home Loan,File,4,0
18951,598572,12051,28,489,17923,Employed,23,Divorced,1,Good,Business Loan,Sanction,4,0
18952,765006,2737,43,544,19665,Retired,23,Divorced,4,Good,Home Loan,Sanction,1,0
18953,906011,12984,64,707,8175,Employed,26,Married,2,Good,Car Loan,Sanction,3,0
18954,542953,21202,37,634,19494,Employed,38,Widowed,4,Good,Business Loan,File,1,0
18955,549929,15086,47,622,13433,Retired,12,Divorced,4,Good,Business Loan,Disbursement,3,0
18956,430716,20547,49,487,15979,Unemployed,18,Single,3,Good,Home Loan,File,3,0
18957,565085,15248,31,726,13830,Retired,31,Divorced,0,Good,Personal Loan,File,1,0
18958,745126,21460,43,301,6047,Retired,9,Single,0,Good,Car Loan,File,4,0
18959,313094,25300,24,526,18605,Retired,51,Single,0,Poor,Personal Loan,Lead,4,1
18960,947550,30737,37,506,14371,Unemployed,18,Single,0,Good,Personal Loan,Sanction,4,0
18961,920986,35216,31,684,15985,Employed,23,Divorced,4,Good,Personal Loan,Disbursement,0,0
18962,631627,16436,28,389,14962,Employed,9,Widowed,2,Good,Business Loan,Disbursement,2,0
18963,642719,25818,46,844,11644,Retired,27,Divorced,4,Good,Home Loan,Disbursement,4,0
18964,237275,8873,28,688,16355,Employed,36,Widowed,3,Good,Personal Loan,Disbursement,0,0
18965,407854,8697,28,516,8406,Retired,18,Single,2,Good,Car Loan,Disbursement,3,0
18966,812605,6161,27,387,16891,Self-Employed,6,Married,3,Good,Car Loan,Lead,0,0
18967,673582,12043,54,372,12536,Unemployed,35,Widowed,4,Good,Personal Loan,File,2,0
18968,186136,2119,52,720,13636,Unemployed,24,Married,2,Good,Personal Loan,Disbursement,1,0
18969,173082,16580,33,389,8781,Self-Employed,17,Divorced,0,Good,Car Loan,Disbursement,0,0
18970,258301,14574,56,727,6081,Retired,57,Divorced,0,Good,Personal Loan,Sanction,1,0
18971,547383,33791,38,620,11305,Employed,14,Single,1,Poor,Home Loan,Sanction,2,0
18972,128554,21231,33,413,2935,Self-Employed,33,Divorced,0,Good,Business Loan,Disbursement,0,0
18973,399655,12394,50,711,9265,Unemployed,38,Widowed,0,Average,Personal Loan,Disbursement,1,0
18974,917046,29908,21,799,19714,Self-Employed,38,Widowed,2,Good,Business Loan,File,4,0
18975,764277,4250,55,674,276,Self-Employed,38,Widowed,0,Average,Business Loan,Lead,1,0
18976,483766,23444,23,404,7951,Self-Employed,56,Single,2,Average,Car Loan,Sanction,3,0
18977,927879,24967,50,692,1820,Retired,55,Married,4,Good,Business Loan,File,2,0
18978,618311,21621,45,459,13978,Unemployed,34,Widowed,2,Poor,Business Loan,Sanction,4,1
18979,636469,24906,53,461,6475,Unemployed,12,Single,1,Good,Business Loan,Sanction,3,0
18980,227310,26623,36,573,14921,Employed,32,Widowed,4,Average,Personal Loan,Sanction,3,0
18981,812032,28852,23,339,9253,Retired,54,Married,1,Poor,Personal Loan,Sanction,0,1
18982,793898,32671,49,613,10010,Employed,35,Single,3,Good,Home Loan,File,0,0
18983,785637,17016,34,625,5540,Retired,52,Single,3,Good,Personal Loan,File,3,0
18984,504344,17381,63,480,15575,Retired,12,Married,1,Good,Personal Loan,Sanction,1,0
18985,705457,18321,25,374,18051,Retired,12,Single,2,Average,Car Loan,Disbursement,0,0
18986,901366,13376,64,402,4978,Self-Employed,54,Single,0,Average,Personal Loan,File,1,0
18987,582564,20276,37,686,10605,Unemployed,44,Single,0,Good,Business Loan,File,2,0
18988,448333,19281,49,619,7954,Unemployed,16,Married,2,Good,Car Loan,Lead,0,0
18989,445187,36506,41,472,4551,Retired,25,Single,3,Good,Home Loan,Disbursement,1,0
18990,274072,15856,26,682,9161,Unemployed,12,Divorced,0,Good,Personal Loan,File,0,0
18991,846741,27544,44,674,9753,Unemployed,7,Divorced,2,Good,Personal Loan,Lead,2,0
18992,210719,13194,48,818,2911,Self-Employed,53,Single,4,Average,Home Loan,Sanction,3,0
18993,701248,37271,37,407,17059,Unemployed,14,Divorced,4,Good,Home Loan,Lead,3,0
18994,755385,24444,62,691,4389,Self-Employed,20,Widowed,0,Good,Business Loan,Disbursement,4,0
18995,704192,23534,42,549,17240,Employed,48,Divorced,4,Average,Business Loan,Disbursement,4,0
18996,121196,25130,44,488,10982,Employed,29,Divorced,2,Good,Home Loan,File,0,0
18997,14404,11662,60,546,17822,Self-Employed,21,Single,0,Good,Home Loan,Disbursement,2,0
18998,431855,13822,38,360,3775,Self-Employed,18,Married,0,Good,Home Loan,Sanction,2,0
18999,738478,15252,48,816,3794,Self-Employed,21,Divorced,4,Poor,Car Loan,Lead,3,0
19000,458814,29214,30,586,8006,Retired,9,Single,3,Good,Personal Loan,Sanction,3,0
19001,988903,37329,21,539,16087,Retired,52,Single,1,Good,Business Loan,Sanction,4,0
19002,642475,39262,57,475,4900,Retired,41,Widowed,2,Good,Business Loan,Lead,0,0
19003,901881,18350,46,566,5444,Unemployed,10,Married,0,Good,Home Loan,Lead,3,0
19004,556972,21987,46,535,898,Retired,19,Divorced,1,Average,Car Loan,Sanction,4,0
19005,597879,8761,53,773,619,Retired,54,Single,0,Good,Business Loan,Sanction,2,0
19006,386965,26358,29,587,1023,Unemployed,52,Divorced,1,Good,Home Loan,Disbursement,2,0
19007,738082,26713,38,736,14337,Employed,55,Divorced,4,Good,Car Loan,File,3,0
19008,269826,5751,25,840,12887,Unemployed,10,Widowed,0,Poor,Business Loan,Disbursement,0,0
19009,116186,37468,42,510,6200,Retired,25,Widowed,0,Good,Personal Loan,Disbursement,3,0
19010,960550,7844,30,739,13171,Retired,23,Married,3,Good,Personal Loan,Sanction,0,0
19011,772469,31153,34,763,6702,Self-Employed,54,Divorced,3,Good,Personal Loan,File,4,0
19012,551120,10491,32,659,1337,Unemployed,25,Single,0,Average,Home Loan,Sanction,1,0
19013,546285,18415,52,830,9041,Employed,58,Divorced,0,Poor,Personal Loan,Sanction,4,0
19014,301784,10733,59,406,2802,Employed,51,Divorced,3,Good,Personal Loan,Lead,0,0
19015,475098,32516,56,772,4735,Employed,38,Divorced,0,Average,Home Loan,Disbursement,1,0
19016,45491,16759,35,522,6918,Employed,38,Divorced,3,Good,Personal Loan,Disbursement,0,0
19017,68043,22524,53,674,16477,Employed,17,Divorced,0,Good,Business Loan,Sanction,2,0
19018,903607,26955,36,380,17301,Retired,6,Single,3,Average,Business Loan,Sanction,1,0
19019,133568,20299,24,779,17269,Employed,30,Divorced,2,Good,Home Loan,File,2,0
19020,381394,28761,23,402,5935,Employed,25,Widowed,3,Average,Personal Loan,Disbursement,0,0
19021,602013,26110,46,499,14041,Self-Employed,32,Widowed,1,Average,Home Loan,Disbursement,3,0
19022,133131,14695,57,548,9165,Employed,9,Married,0,Good,Car Loan,File,4,0
19023,50520,26760,54,733,3615,Unemployed,16,Married,0,Average,Car Loan,Lead,2,0
19024,330063,12257,62,731,18312,Retired,47,Divorced,4,Good,Business Loan,Disbursement,4,0
19025,639157,34938,29,638,17826,Retired,45,Widowed,0,Average,Car Loan,Disbursement,2,0
19026,593730,33820,64,612,1685,Retired,13,Married,3,Average,Personal Loan,Sanction,2,0
19027,790313,10591,34,410,10925,Unemployed,32,Widowed,3,Poor,Personal Loan,Lead,2,1
19028,157842,13784,53,328,2698,Self-Employed,15,Divorced,2,Good,Home Loan,File,0,0
19029,372390,30228,58,494,13308,Self-Employed,33,Single,4,Good,Home Loan,Lead,1,0
19030,707858,19724,25,798,84,Retired,18,Divorced,2,Average,Business Loan,Sanction,2,0
19031,376831,26466,48,651,15580,Self-Employed,37,Married,2,Good,Home Loan,File,3,0
19032,527485,39183,53,832,3709,Self-Employed,50,Widowed,3,Good,Home Loan,Disbursement,2,0
19033,652735,13813,37,321,16715,Self-Employed,58,Divorced,2,Good,Personal Loan,Lead,2,0
19034,590765,29151,41,586,2190,Retired,33,Widowed,1,Good,Home Loan,File,4,0
19035,529532,8620,27,390,14047,Unemployed,34,Single,1,Good,Business Loan,File,2,0
19036,955292,27924,60,592,6905,Employed,35,Widowed,4,Good,Personal Loan,Lead,1,0
19037,870885,9922,55,829,16601,Unemployed,11,Divorced,3,Good,Car Loan,Disbursement,2,0
19038,455953,36857,27,331,11757,Unemployed,43,Widowed,1,Good,Business Loan,Lead,2,0
19039,182561,35001,28,689,5983,Employed,33,Widowed,4,Good,Personal Loan,Sanction,2,0
19040,919394,18939,64,560,3977,Retired,24,Single,4,Good,Car Loan,File,3,0
19041,862735,29060,62,453,16947,Self-Employed,37,Married,4,Average,Car Loan,Lead,2,0
19042,295534,12146,51,830,13868,Self-Employed,33,Single,2,Good,Car Loan,Disbursement,2,0
19043,539535,38501,25,807,15538,Retired,13,Widowed,1,Good,Personal Loan,Disbursement,0,0
19044,205123,5275,25,818,1016,Employed,31,Married,1,Good,Business Loan,Disbursement,1,0
19045,720079,17078,44,305,311,Unemployed,32,Single,3,Average,Business Loan,Sanction,1,0
19046,432894,39714,42,410,14701,Employed,13,Single,0,Good,Home Loan,Disbursement,1,0
19047,486018,2845,64,361,337,Unemployed,49,Divorced,2,Good,Business Loan,Sanction,3,0
19048,212358,32678,33,524,5796,Retired,49,Single,4,Good,Business Loan,Sanction,4,0
19049,821015,8653,42,648,12048,Unemployed,47,Widowed,0,Good,Car Loan,Lead,1,0
19050,521456,3319,46,533,9010,Unemployed,12,Single,0,Poor,Business Loan,Lead,4,1
19051,144148,22501,21,320,13354,Unemployed,56,Divorced,2,Good,Personal Loan,File,1,0
19052,940510,23487,37,314,7563,Self-Employed,12,Widowed,1,Poor,Car Loan,Lead,4,1
19053,151123,16332,39,828,14078,Unemployed,7,Single,3,Poor,Business Loan,Sanction,0,0
19054,402530,26817,22,644,14357,Employed,11,Single,4,Good,Business Loan,Disbursement,2,0
19055,557958,4890,31,300,2051,Employed,7,Single,4,Good,Home Loan,File,3,0
19056,498973,37393,50,841,18105,Unemployed,10,Married,2,Good,Personal Loan,Lead,3,0
19057,990055,7513,43,510,2562,Unemployed,53,Widowed,4,Good,Home Loan,File,1,0
19058,916352,10644,35,556,14263,Self-Employed,44,Widowed,4,Good,Personal Loan,Disbursement,0,0
19059,15236,33226,43,796,1834,Unemployed,52,Widowed,1,Average,Car Loan,Disbursement,3,0
19060,40568,36397,32,342,8673,Self-Employed,21,Widowed,0,Poor,Personal Loan,Sanction,0,1
19061,982818,25520,47,399,7696,Retired,17,Widowed,1,Good,Personal Loan,File,4,0
19062,636615,35326,26,536,6661,Unemployed,15,Divorced,4,Poor,Personal Loan,Disbursement,3,1
19063,260745,3068,50,589,5540,Employed,11,Widowed,2,Poor,Business Loan,File,1,0
19064,377332,12962,25,362,6536,Self-Employed,11,Married,3,Average,Home Loan,File,4,0
19065,490119,17472,58,432,18559,Unemployed,50,Divorced,1,Good,Car Loan,Sanction,0,0
19066,283496,22986,55,844,13918,Self-Employed,18,Single,1,Average,Business Loan,Lead,0,0
19067,655009,9810,26,469,7022,Unemployed,17,Single,1,Average,Personal Loan,File,1,0
19068,264291,9996,34,505,3500,Employed,6,Single,2,Good,Home Loan,File,3,0
19069,443866,18833,37,518,5342,Self-Employed,21,Married,1,Poor,Personal Loan,Lead,1,1
19070,408562,5639,29,770,14382,Retired,19,Divorced,2,Average,Personal Loan,Sanction,3,0
19071,685516,3913,60,503,8172,Self-Employed,30,Single,2,Good,Car Loan,File,1,0
19072,60904,39401,51,791,8463,Unemployed,29,Married,3,Good,Business Loan,Disbursement,0,0
19073,936539,7328,56,387,17770,Employed,59,Single,4,Good,Home Loan,File,0,0
19074,913573,29830,30,495,15111,Retired,9,Married,1,Average,Business Loan,File,4,0
19075,283252,39579,47,755,2986,Self-Employed,38,Divorced,0,Good,Home Loan,File,4,0
19076,527247,7327,25,838,19212,Employed,42,Married,0,Good,Business Loan,Lead,3,0
19077,794285,32118,37,708,1887,Unemployed,53,Married,1,Good,Home Loan,File,1,0
19078,351300,38229,51,462,18781,Employed,47,Divorced,3,Good,Personal Loan,Disbursement,2,0
19079,271320,9533,34,333,14337,Self-Employed,19,Divorced,2,Good,Business Loan,File,3,0
19080,629747,3459,43,688,2558,Self-Employed,6,Single,3,Average,Business Loan,Disbursement,0,0
19081,424136,24866,64,341,7727,Retired,13,Widowed,4,Good,Home Loan,Disbursement,1,0
19082,190922,32411,49,366,3317,Employed,27,Single,4,Good,Personal Loan,Lead,2,0
19083,142901,18840,59,555,5752,Self-Employed,36,Widowed,1,Average,Personal Loan,File,3,0
19084,128225,10168,35,434,14754,Retired,45,Widowed,2,Good,Personal Loan,Disbursement,2,0
19085,498406,2644,32,392,14522,Retired,10,Divorced,4,Good,Personal Loan,Sanction,3,0
19086,765135,12521,53,536,14836,Self-Employed,34,Divorced,2,Good,Home Loan,Lead,3,0
19087,226738,14701,60,408,6117,Employed,18,Widowed,4,Average,Home Loan,Lead,3,0
19088,909890,9264,50,512,10690,Self-Employed,25,Widowed,1,Good,Business Loan,Sanction,1,0
19089,640181,28786,42,464,5892,Retired,20,Divorced,2,Good,Personal Loan,File,1,0
19090,865359,23322,50,383,14769,Unemployed,17,Single,0,Average,Car Loan,Sanction,0,0
19091,483076,7747,52,753,8054,Unemployed,26,Widowed,0,Poor,Car Loan,Sanction,2,0
19092,909610,22640,40,549,5851,Self-Employed,57,Divorced,4,Good,Home Loan,Lead,3,0
19093,247726,22734,58,526,3620,Retired,13,Single,0,Good,Car Loan,Sanction,1,0
19094,307811,27669,40,493,9258,Retired,56,Divorced,4,Average,Car Loan,File,2,0
19095,726202,4761,22,782,669,Self-Employed,46,Divorced,3,Good,Personal Loan,Sanction,1,0
19096,434059,25257,51,840,15471,Self-Employed,14,Married,1,Average,Home Loan,Sanction,2,0
19097,711168,16301,48,520,19479,Self-Employed,28,Widowed,0,Average,Car Loan,File,1,0
19098,428759,10500,23,665,15576,Self-Employed,18,Widowed,2,Good,Home Loan,Lead,4,0
19099,470996,8017,40,317,15691,Unemployed,33,Divorced,2,Poor,Business Loan,Sanction,3,1
19100,11611,24342,55,711,9816,Unemployed,47,Single,2,Good,Business Loan,Disbursement,2,0
19101,355386,8847,39,585,810,Employed,28,Divorced,1,Average,Home Loan,Sanction,2,0
19102,876044,10980,26,449,16309,Self-Employed,14,Widowed,4,Average,Home Loan,Sanction,1,0
19103,838334,18674,31,682,18023,Retired,34,Single,0,Good,Home Loan,Disbursement,3,0
19104,776812,35197,26,430,11220,Unemployed,54,Single,0,Average,Home Loan,Sanction,1,0
19105,300187,2597,38,834,13912,Retired,51,Divorced,2,Average,Car Loan,File,2,0
19106,141343,39295,34,464,10648,Unemployed,10,Single,4,Good,Car Loan,Disbursement,2,0
19107,864299,36325,34,777,1968,Unemployed,17,Widowed,2,Good,Home Loan,Lead,3,0
19108,344233,25173,21,601,10280,Retired,7,Single,2,Good,Home Loan,Disbursement,4,0
19109,850177,26439,37,731,12672,Employed,57,Divorced,2,Good,Car Loan,Disbursement,2,0
19110,495092,35440,34,464,16203,Unemployed,13,Single,0,Good,Car Loan,Disbursement,4,0
19111,984581,37622,51,401,14922,Employed,38,Single,1,Good,Business Loan,Lead,0,0
19112,195191,19962,30,827,5879,Employed,20,Married,3,Average,Car Loan,Disbursement,3,0
19113,671933,19816,58,623,17732,Retired,26,Single,2,Good,Home Loan,Disbursement,0,0
19114,681769,10232,53,433,14027,Unemployed,8,Widowed,1,Good,Home Loan,File,1,0
19115,877402,6479,25,473,7139,Self-Employed,22,Married,2,Good,Car Loan,Disbursement,1,0
19116,291608,21317,36,698,18731,Retired,30,Divorced,1,Good,Business Loan,Disbursement,4,0
19117,254220,19698,40,818,9407,Employed,38,Divorced,2,Good,Personal Loan,File,4,0
19118,441056,39046,42,592,1237,Retired,58,Single,2,Good,Car Loan,Disbursement,3,0
19119,971289,25291,60,325,10697,Retired,46,Married,3,Poor,Business Loan,Disbursement,4,1
19120,647811,36663,37,786,17296,Retired,17,Divorced,3,Good,Personal Loan,Disbursement,4,0
19121,549950,13488,29,537,8119,Employed,36,Married,3,Good,Car Loan,Sanction,2,0
19122,809660,7404,58,453,9734,Unemployed,43,Widowed,3,Good,Personal Loan,File,0,0
19123,590009,14425,62,349,3408,Unemployed,45,Single,3,Good,Business Loan,Sanction,2,0
19124,971727,7593,29,841,4666,Retired,54,Married,0,Good,Home Loan,Sanction,4,0
19125,667746,4676,35,386,2066,Retired,25,Widowed,0,Good,Car Loan,Sanction,1,0
19126,798294,26476,34,461,4345,Retired,56,Widowed,0,Good,Car Loan,File,2,0
19127,569396,7265,29,345,3648,Employed,38,Married,4,Good,Car Loan,File,0,0
19128,96788,31569,29,551,6802,Unemployed,36,Single,4,Good,Car Loan,File,1,0
